participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.aa_treatment,player.ra_treatment,player.action1_b,player.green_red,player.a_or_b,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
274,crj6v0il,,0,3,25,v3_ra_intro,Comprehension1,10.35.212.168,2019-03-11 14:35:50.432229+00:00,1,A3VFTWMOZ7Y6VG,3QIYRE09Y47WZIRX4WQLEFP0XIZN1G,0.00,274,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
275,ht3fhl09,,0,26,25,v3_ra_outro,Dropouts,10.61.206.144,2019-03-11 14:35:53.783088+00:00,1,A3PN4LY997JN2O,3ZR9AIQJUCZA6LW9Q87P110Q19Z400,1.00,275,0,1,1,28,56,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
276,o0cz8ac7,,0,1,25,v3_ra_intro,Introduction,10.111.160.147,2019-03-11 14:35:59.133641+00:00,1,A11W7R2O4RQSSS,3OWEPKL08A2AA46ZTC7UFPGD040N7E,0.00,276,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
277,qfyv6tfy,,0,26,25,v3_ra_outro,Dropouts,10.67.134.133,2019-03-11 14:36:09.120935+00:00,1,A3SWT9MJCQTORQ,3G0WWMR1UWAKGMBEPBG0FGX85URQNE,0.00,277,0,1,1,38,91,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
278,5l8sx6hx,,0,3,25,v3_ra_intro,Comprehension1,10.165.239.55,2019-03-11 14:36:18.923374+00:00,1,A2L26DMSVUEDP6,33IZTU6J82R15W4VJLSE8I37PWMSXP,0.00,278,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
279,rtv6t051,,0,26,25,v3_ra_outro,Dropouts,10.45.54.157,2019-03-11 14:36:20.987999+00:00,1,A2IGPW784OFV3D,3E1QT0TDFQZMWH0R61M8OHGRPPBI8F,3.00,279,0,1,1,22,13,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
280,xzctbuov,,0,26,25,v3_ra_outro,Dropouts,10.37.131.195,2019-03-11 14:36:22.950396+00:00,1,A2XQ3P6M9NZNYB,38SKSKU7R2NHBOKA0QVCTM2X9PALI4,3.00,280,0,1,1,17,14,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
281,sqcq6wc8,,0,26,25,v3_ra_outro,Dropouts,10.29.81.254,2019-03-11 14:36:27.816719+00:00,1,AG5HAUJJV4OCY,3Q5C1WP23NRS9TLR0WUZKYPE6X0155,0.00,281,0,1,0,84,83,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
282,bv6xt3sr,,0,2,25,v3_ra_intro,Instructions1,10.113.246.229,2019-03-11 14:36:48.848270+00:00,1,AOOGCOBAZBWJ2,39JEC7537VRTUQA4MK1W5S24NISVCV,0.00,282,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
283,7ie9sg1b,,0,26,25,v3_ra_outro,Dropouts,10.137.106.122,2019-03-11 14:36:54.008495+00:00,1,A3F8G26PENQ6EO,3HRMW88U17GQABLFWC7LNVHQN0K0MR,0.00,283,0,1,1,13,80,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
284,ti97cego,,0,26,25,v3_ra_outro,Dropouts,10.180.173.24,2019-03-11 14:37:14.197220+00:00,1,A280AEOPBUYSPM,3ZAZR5XV028A3AFENHQZQYF0BTYZCZ,1.00,284,0,1,0,0,38,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
285,j3kfcpl2,,0,26,25,v3_ra_outro,Dropouts,10.97.249.85,2019-03-11 14:37:26.097558+00:00,1,A2YKYAZYVWOXBO,34Z02EIMIT3UN6BZ598X99CIH8FT0K,0.00,285,0,1,0,7,18,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
286,d76lqm0i,,0,26,25,v3_ra_outro,Dropouts,10.37.161.166,2019-03-11 14:37:29.691785+00:00,1,A2RRDATXKQ8HHC,3EWIJTFFVPXSYNT2FEJ2ANCHEYT0E2,1.00,286,0,1,0,6,64,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
287,93yw38ji,,0,26,25,v3_ra_outro,Dropouts,10.28.203.240,2019-03-11 14:37:34.997203+00:00,1,A3QILLX5CL6CHH,3XCC1ODXDM15VK36IIXHO02I6RHQR3,1.00,287,0,1,0,2,7,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
288,qn6oacyz,,0,26,25,v3_ra_outro,Dropouts,10.5.154.92,2019-03-11 14:37:48.933112+00:00,1,ALV4DAF8DIJ37,3II4UPYCOKXBUAK10H2XJBLERQPQDW,1.00,288,0,1,0,6,6,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
289,5etelen4,,0,26,25,v3_ra_outro,Dropouts,10.33.231.55,2019-03-11 14:37:50.392260+00:00,1,A3CXK1KSRGU27V,39JEC7537VRTUQA4MK1W5S24NISVCV,0.00,289,0,1,1,76,37,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
290,cpcchygn,,0,26,25,v3_ra_outro,Dropouts,10.11.223.19,2019-03-11 14:38:02.265439+00:00,1,AOJA0T4N4UZ67,3PZDLQMM0UBKXZC2YAHL3N5TQK0C25,0.00,290,0,1,1,90,68,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
291,5zrkmtsv,,0,1,25,v3_ra_intro,Introduction,10.29.116.123,2019-03-11 14:38:03.429630+00:00,1,A2HXBMJ8YXZZ89,3KWTYT0871T5Z0PVT6CI4DYS4355LF,0.00,291,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
292,av06bscw,,0,26,25,v3_ra_outro,Dropouts,10.67.193.248,2019-03-11 14:38:15.680543+00:00,1,A121FRZFN86KC1,3NG53N1RLW9ED3NVJWCSXEH3B378PI,0.00,292,0,1,0,4,81,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
293,9sqafv6z,,0,26,25,v3_ra_outro,Dropouts,10.99.218.253,2019-03-11 14:38:22.102420+00:00,1,AAQREZOK13OV7,3UWN2HHPUZVWT2QRHF55AGC9NICSN5,0.00,293,0,1,1,43,22,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
294,3risaqen,,0,26,25,v3_ra_outro,Dropouts,10.30.81.230,2019-03-11 14:38:39.844253+00:00,1,A15FXHC1CVNW31,386PBUZZXGND6Z4GI8GC5NHXM4ZLJG,0.00,294,0,1,1,11,17,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
295,yhvrxpj5,,0,1,25,v3_ra_intro,Introduction,10.43.183.70,2019-03-11 14:39:00.269792+00:00,1,A2D7V4E7TCYOZF,3180JW2OT52Z4A1VQL05OYL00E15JE,0.00,295,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
296,wnrwpi7f,,0,3,25,v3_ra_intro,Comprehension1,10.97.207.215,2019-03-11 14:39:17.771292+00:00,1,A3NQ988D43B0JW,33NF62TLXKS2MTMYX84BQN4IX4UKJC,0.00,296,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
297,k11reelk,,0,26,25,v3_ra_outro,Dropouts,10.79.217.135,2019-03-11 14:39:36.194832+00:00,1,AEFE78VGZFKRY,39LOEL67OTV76EI8LYFLKBE267F381,0.00,297,0,1,1,17,20,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
298,q6y40omr,,0,26,25,v3_ra_outro,Dropouts,10.31.82.156,2019-03-11 14:39:40.051394+00:00,1,A1L92Y6VBTRFP5,3300DTYQT37GMGY1WCDHPT3ZR2RQEQ,0.00,298,0,1,1,12,14,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
299,pg135702,,0,26,25,v3_ra_outro,Dropouts,10.146.200.157,2019-03-11 14:39:56.362305+00:00,1,A4CHLWPHZIP7Y,3WZ36BJEV46V7TE93P5MTQ818CCTB6,1.00,299,0,1,0,10,39,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
300,eu6suo4p,,0,26,25,v3_ra_outro,Dropouts,10.109.184.219,2019-03-11 14:40:15.149475+00:00,1,A1J1PWS99LFVPL,39LOEL67OTV76EI8LYFLKBE267G837,1.00,300,0,1,0,0,0,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
301,rtxh7hy2,,0,0,25,,,,,1,A2T007HZK66WM,3VBEN272MLPQJA95UBSAKW3CM6QSGX,0.00,301,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
302,9zt0u09m,,0,26,25,v3_ra_outro,Dropouts,10.33.161.8,2019-03-11 14:40:42.700328+00:00,1,A1ZZ7YO3YASNIP,3UOUJI6MTE4HK9WZ8QNENJLVAT7UX7,0.00,302,0,1,1,42,34,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
303,yog8lczq,,0,26,25,v3_ra_outro,Dropouts,10.43.204.85,2019-03-11 14:40:58.118870+00:00,1,AWSEEXX44A5RP,3W2LOLRXLC5JKH5B5DDKSEQ97LPRKC,0.00,303,0,1,0,24,64,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
304,214ebtvb,,0,4,25,v3_ra_intro,Comprehension1_check,10.165.239.55,2019-03-11 14:41:50.755934+00:00,1,AEVWC7BUL9U3F,33NF62TLXKS2MTMYX84BQN4IX4UKJC,0.00,304,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
305,tzj8h6qw,,0,26,25,v3_ra_outro,Dropouts,10.95.162.162,2019-03-11 14:42:05.019193+00:00,1,A2G7N0X0PNX0EE,3OJSZ2ATDTM6KF0TPCB8L8GR9J0576,0.00,305,0,1,0,16,44,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
306,ungdk0ks,,0,26,25,v3_ra_outro,Dropouts,10.65.212.112,2019-03-11 14:42:07.413905+00:00,1,A89R5XGMHOTJE,3UOUJI6MTE4HK9WZ8QNENJLVAT7XUA,1.00,306,0,1,0,34,35,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
307,1ssp4trm,,0,26,25,v3_ra_outro,Dropouts,10.165.124.30,2019-03-11 14:42:18.696447+00:00,1,AYDILOZLKOAS8,3R2PKQ87NXY1H62V02WRTZHM9U2MI9,0.00,307,0,1,1,15,35,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
308,hxstpylm,,0,26,25,v3_ra_outro,Dropouts,10.69.9.74,2019-03-11 14:42:18.756101+00:00,1,A37SC1GEPN73AN,3TMSXRD2X7QMMC0BWXH8AY2RQU3W1G,0.00,308,0,1,1,36,57,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
309,z273t1ff,,0,26,25,v3_ra_outro,Dropouts,10.183.244.22,2019-03-11 14:42:30.039764+00:00,1,A31908QXT8U4A0,3D3VGR7TA15DOJX4K7LLBS97WZ33RD,0.00,309,0,1,1,0,100,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
310,vyygwe4a,,0,26,25,v3_ra_outro,Dropouts,10.99.219.95,2019-03-11 14:42:34.805551+00:00,1,A18M6PRCO80OV2,3ZAK8W07I549NJQO5EY7E5YK0MN0UJ,0.00,310,0,1,0,0,0,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
311,e5u95hd7,,0,26,25,v3_ra_outro,Dropouts,10.7.252.94,2019-03-11 14:43:05.358202+00:00,1,A2SOHTPWH4VGP5,3M0BCWMB8WMNZAI3YUAXGAF0C6UWBZ,0.00,311,0,1,0,17,23,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
312,1bibps2q,,0,26,25,v3_ra_outro,Dropouts,10.47.177.9,2019-03-11 14:43:32.284755+00:00,1,A32U64W0S9PUA3,3RU7GD8VPPJWWN24XUIXE5H4NXDPSY,0.00,312,0,1,0,17,27,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
313,erlcw0x0,,0,26,25,v3_ra_outro,Dropouts,10.183.244.22,2019-03-11 14:43:35.608075+00:00,1,A2F93SIUUV5HQH,3ZOTGHDK5J1EBNQ3IU5IP5CEDSHSOK,0.00,313,0,1,1,18,30,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
314,rme3e9a4,,0,22,25,v3_results_2,Results,10.16.231.102,2019-03-11 14:43:56.845785+00:00,1,AKSJ3C5O3V9RB,33OOO72IVIBEHY6FHP1H4AEJQXCTCD,0.00,314,0,1,1,28,20,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
315,nam0zjky,,0,26,25,v3_ra_outro,Dropouts,10.45.246.238,2019-03-11 14:44:51.760484+00:00,1,A3L60SOWLYEDN2,3Q8GYXHFEQSCWWVPGTJJ1U85AUSC57,0.00,315,0,1,0,0,36,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
316,xwz0y4gv,,0,26,25,v3_ra_outro,Dropouts,10.30.213.82,2019-03-11 14:45:13.199024+00:00,1,A2REV0HI2NA1RR,3WR9XG3T641OOWWTB7SYGGAD9N7472,0.00,316,0,1,0,58,80,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
317,sf2kypti,,0,26,25,v3_ra_outro,Dropouts,10.41.163.148,2019-03-11 14:45:21.707841+00:00,1,A3MWDD6PZZ9SM3,3R2UR8A0IB6M74C2C4B5ODT6S7KXOY,0.00,317,0,1,0,0,100,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
318,yqi6jnuh,,0,1,25,v3_ra_intro,Introduction,10.95.241.53,2019-03-11 14:45:38.983882+00:00,1,A17RFQO3F5RLCF,33C7UALJVMOBWB4TYU12WIZ58N1187,0.00,318,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
319,etz512yn,,0,26,25,v3_ra_outro,Dropouts,10.47.129.242,2019-03-11 14:45:44.194804+00:00,1,APY5858P6BTDY,3VZLGYJEYM0Y68Q9EDMM4B0ACBMXZZ,0.00,319,0,1,0,37,27,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
320,ibveucz0,,0,1,25,v3_ra_intro,Introduction,10.137.106.122,2019-03-11 14:45:48.376502+00:00,1,A20N1NK5X5S88F,3XXU1SWE8NLP8ACQZ9HGE4MQTJV0A7,0.00,320,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
321,7rrlnlil,,0,26,25,v3_ra_outro,Dropouts,10.30.81.230,2019-03-11 14:46:37.658698+00:00,1,AZYZAE83JXTC9,3CCZ6YKWR89AYYOM499SZ47X49O59I,0.00,321,0,1,0,92,1,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
322,mpv2jqsy,,0,26,25,v3_ra_outro,Dropouts,10.109.250.165,2019-03-11 14:46:45.821177+00:00,1,A3HG5P476PI3GA,32SCWG5HIIUR9P47QHFUD0LC58JP6F,1.00,322,0,1,0,8,52,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
323,sd3bel6u,,0,26,25,v3_ra_outro,Dropouts,10.45.6.98,2019-03-11 14:47:21.559595+00:00,1,A36IU5EX4AZD04,3XXU1SWE8NLP8ACQZ9HGE4MQTJV0A7,0.00,323,0,1,0,15,35,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
324,74z1xt8v,,0,26,25,v3_ra_outro,Dropouts,10.45.101.19,2019-03-11 14:48:00.263127+00:00,1,A30M9SZYJKFDS9,3Z2R0DQ0JI4ZUXWGU1NGTB5WBWEE21,1.00,324,0,1,0,100,32,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
325,lr2qht9u,,0,26,25,v3_ra_outro,Dropouts,10.31.52.57,2019-03-11 14:48:01.389801+00:00,1,A1QRX4YCTC5ADW,30LSNF239VLBA2Y2QKD7EQ3O3PL2IY,1.00,325,0,1,0,68,26,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
326,u1gsa75f,,0,26,25,v3_ra_outro,Dropouts,10.43.234.10,2019-03-11 14:49:04.155162+00:00,1,A1YH2I4Y2SYAXJ,33NF62TLXKS2MTMYX84BQN4IX4UKJC,1.00,326,0,1,0,8,84,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
327,gbop4u5g,,0,26,25,v3_ra_outro,Dropouts,10.37.160.226,2019-03-11 14:49:56.395978+00:00,1,AMX5R6NLYNA2K,3LUY3GC630QADPIC9RKMJEL80J3P7E,0.00,327,0,1,0,19,90,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
328,r6par6bw,,0,26,25,v3_ra_outro,Dropouts,10.63.33.102,2019-03-11 14:51:06.955862+00:00,1,A39MR7PT9UR7C8,3JZQSN0I3R0HF54JORSBDXKXXGXGF3,3.00,328,0,1,0,66,77,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
329,1d0vjpev,,0,26,25,v3_ra_outro,Dropouts,10.165.239.55,2019-03-11 14:51:46.908641+00:00,1,AJ9W5GNM3SB2Q,3FUI0JHJPYOL5HC29HKPTU6RQLN339,0.00,329,0,1,0,14,30,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
330,y67ccbbx,,0,26,25,v3_ra_outro,Dropouts,10.113.246.229,2019-03-11 14:51:59.862066+00:00,1,A3F51C49T9A34D,39DD6S19JQ1P08ZSJ8WUGMF3W5CZET,0.00,330,0,1,0,0,74,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
331,lb0q9qac,,0,26,25,v3_ra_outro,Dropouts,10.69.202.179,2019-03-11 14:52:15.601453+00:00,1,A2287HLNN9EZ56,32RIADZISTUA7UGLZAQ9B769W1L4SQ,0.00,331,0,1,0,24,38,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
332,g77q0mm2,,0,26,25,v3_ra_outro,Dropouts,10.61.185.3,2019-03-11 14:53:08.591099+00:00,1,A1QNCPGTMHHLX7,3YMTUJH0DT6BMUT0OAVZLC2VYKWT41,0.00,332,0,1,0,3,5,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
333,o4fxra5g,,0,6,25,v3_ra_intro,Comprehension2_check,10.41.255.55,2019-03-11 14:53:11.099237+00:00,1,A3MWV912LNFD67,3NS0A6KXC5YNKMVJP3MIGP0F9LRZGA,0.00,333,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
334,hxt8ewbi,,0,1,25,v3_ra_intro,Introduction,10.97.185.31,2019-03-11 14:54:01.475343+00:00,1,A3C7COPV48I37D,3LJ7UR74RI3DRHOGRE9NCDW3929N4T,0.00,334,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
335,jlh4g7km,,0,26,25,v3_ra_outro,Dropouts,10.184.179.229,2019-03-11 14:54:07.531086+00:00,1,A25DP39XRZDLQM,3EQHHY4HQTIPD8BUIFF2RLTK8MJ5G9,0.00,335,0,1,0,0,100,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
336,v28dwjjo,,0,26,25,v3_ra_outro,Dropouts,10.45.83.39,2019-03-11 14:54:25.547348+00:00,1,A2G0HRT8HS9HRZ,3LJ7UR74RI3DRHOGRE9NCDW3929N4T,0.00,336,0,1,1,18,15,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
337,3u9ohijy,,0,26,25,v3_ra_outro,Dropouts,10.67.134.133,2019-03-11 14:54:41.244680+00:00,1,AFXNF8FWT090W,3WAKVUDHUX6N5UQ8QDJGTK8780VU7F,0.00,337,0,1,0,19,76,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
338,obafp7el,,0,26,25,v3_ra_outro,Dropouts,10.113.242.144,2019-03-11 14:55:07.708108+00:00,1,AI57RR8OF4MR7,382M9COHEI58E95IDLXMZU0OUN1EUN,1.00,338,0,1,0,81,23,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
339,itke7ry8,,0,26,25,v3_ra_outro,Dropouts,10.148.94.235,2019-03-11 14:55:16.624289+00:00,1,A9HQ3E0F2AGVO,3F6KKYWMNCRQRD79KPAGFHQ9MF2ND6,0.00,339,0,1,0,26,20,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
340,pn0uv7lq,,0,26,25,v3_ra_outro,Dropouts,10.109.250.165,2019-03-11 14:55:39.438750+00:00,1,APVWMP5952IOY,3U8YCDAGXQ6HVQJ7O5E2441VX1H0QE,0.00,340,0,1,1,7,7,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
341,tg9l9vi9,,0,26,25,v3_ra_outro,Dropouts,10.149.119.251,2019-03-11 14:55:48.281060+00:00,1,A11S43P3WNLIZD,3KAKFY4PGVS0VKULUKRCX08G93JI3N,0.00,341,0,1,1,29,65,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
342,ei1tchk2,,0,26,25,v3_ra_outro,Dropouts,10.69.9.74,2019-03-11 14:55:54.032101+00:00,1,A3FI4PWGQDJN25,31Q0U3WYDQ57WXZAOP9WII3AX3Z71U,0.00,342,0,1,0,10,8,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
